original_transaction_id;original_purchase_date;transaction_id;purchase_date
100001677932482;2024-05-18;100001677932482;2024-05-18
100001677938058;2024-05-18;100001677938058;2024-05-18
100001677938058;2024-05-18;100001692897140;2024-06-01
100001677938058;2024-05-18;100001685229510;2024-05-25
100001678081830;2024-05-18;100001678081830;2024-05-18
100001678081830;2024-05-18;100001685415684;2024-05-25
100001678128764;2024-05-18;100001693117400;2024-06-01
100001678128764;2024-05-18;100001685463351;2024-05-25
100001678128764;2024-05-18;100001678128764;2024-05-18
100001678692020;2024-05-19;100001693706457;2024-06-02
100001678692020;2024-05-19;100001678692020;2024-05-19
100001678692020;2024-05-19;100001686035902;2024-05-26
100001678796861;2024-05-19;100001678796861;2024-05-19
100001678996059;2024-05-19;100001686281552;2024-05-26
100001678996059;2024-05-19;100001678996059;2024-05-19
100001678996059;2024-05-19;100001693974126;2024-06-02
100001679262485;2024-05-19;100001686613322;2024-05-26
100001679262485;2024-05-19;100001679262485;2024-05-19
100001679262485;2024-05-19;100001694310147;2024-06-02
100001679320054;2024-05-19;100001679320054;2024-05-19
100001679702553;2024-05-20;100001679702553;2024-05-20
100001679723463;2024-05-20;100001679723463;2024-05-20
100001679723463;2024-05-20;100001687128686;2024-05-27
100001679867740;2024-05-20;100001687239928;2024-05-27
100001679867740;2024-05-20;100001679867740;2024-05-20
100001679867740;2024-05-20;100001695018567;2024-06-03
100001679915897;2024-05-20;100001679915897;2024-05-20
100001679942051;2024-05-20;100001679942051;2024-05-20
100001680262123;2024-05-20;100001680262123;2024-05-20
100001680860501;2024-05-21;100001680860501;2024-05-21
100001680860501;2024-05-21;100001688276293;2024-05-28
100001680896682;2024-05-21;100001688301126;2024-05-28
100001680896682;2024-05-21;100001680896682;2024-05-21
100001680896682;2024-05-21;100001696070750;2024-06-04
100001680936988;2024-05-21;100001680936988;2024-05-21
100001680994787;2024-05-21;100001688371500;2024-05-28
100001680994787;2024-05-21;100001680994787;2024-05-21
100001680994787;2024-05-21;100001696138171;2024-06-04
100001681276574;2024-05-21;100001688843345;2024-05-28
100001681276574;2024-05-21;100001681276574;2024-05-21
100001681421646;2024-05-21;100001681421646;2024-05-21
100001681497105;2024-05-21;100001681497105;2024-05-21
100001681840030;2024-05-21;100001681840030;2024-05-21
100001681840030;2024-05-21;100001689264255;2024-05-28
100001681913192;2024-05-22;100001681913192;2024-05-22
100001681939089;2024-05-22;100001681939089;2024-05-22
100001681955131;2024-05-22;100001681955131;2024-05-22
100001681955131;2024-05-22;100001697071259;2024-06-05
100001681955131;2024-05-22;100001689359781;2024-05-29
100001682190126;2024-05-22;100001682190126;2024-05-22
100001682248132;2024-05-22;100001682248132;2024-05-22
100001682308953;2024-05-22;100001682308953;2024-05-22
100001682385812;2024-05-22;100001682385812;2024-05-22
100001682438760;2024-05-22;100001682438760;2024-05-22
100001682438760;2024-05-22;100001689832726;2024-05-29
100001682497070;2024-05-22;100001682497070;2024-05-22
100001682519029;2024-05-22;100001682519029;2024-05-22
100001682519029;2024-05-22;100001689917590;2024-05-29
100001682519029;2024-05-22;100001697621155;2024-06-05
100001682974915;2024-05-23;100001682974915;2024-05-23
100001682990151;2024-05-23;100001682990151;2024-05-23
100001683188972;2024-05-23;100001683188972;2024-05-23
100001683396002;2024-05-23;100001683396002;2024-05-23
100001683416515;2024-05-23;100001690812945;2024-05-30
100001683416515;2024-05-23;100001683416515;2024-05-23
100001683822901;2024-05-23;100001683822901;2024-05-23
100001684011518;2024-05-24;100001684011518;2024-05-24
100001684457438;2024-05-24;100001691809711;2024-05-31
100001684457438;2024-05-24;100001684457438;2024-05-24
100001684473329;2024-05-24;100001684473329;2024-05-24
100001684760037;2024-05-24;100001684760037;2024-05-24
100001685088254;2024-05-24;100001685088254;2024-05-24
100001685190538;2024-05-25;100001685190538;2024-05-25
100001685280962;2024-05-25;100001692598739;2024-06-01
100001685280962;2024-05-25;100001685280962;2024-05-25
100001685461208;2024-05-25;100001685461208;2024-05-25
100001685497220;2024-05-25;100001685497220;2024-05-25
100001685497220;2024-05-25;100001692749294;2024-06-01
100001685576492;2024-05-25;100001685576492;2024-05-25
100001685576492;2024-05-25;100001696996692;2024-06-01
100001686202430;2024-05-25;100001693519054;2024-06-01
100001686202430;2024-05-25;100001686202430;2024-05-25
100001686402056;2024-05-26;100001686402056;2024-05-26
100001686751761;2024-05-26;100001694018638;2024-06-02
100001686751761;2024-05-26;100001686751761;2024-05-26
100001687000880;2024-05-26;100001694324684;2024-06-02
100001687000880;2024-05-26;100001687000880;2024-05-26
100001687004343;2024-05-26;100001687004343;2024-05-26
100001687004343;2024-05-26;100001697884595;2024-06-02
100001687226576;2024-05-26;100001687226576;2024-05-26
100001687367548;2024-05-26;100001687367548;2024-05-26
100001687390072;2024-05-26;100001687390072;2024-05-26
100001687390072;2024-05-26;100001694824940;2024-06-02
100001687767325;2024-05-27;100001687767325;2024-05-27
100001687939611;2024-05-27;100001687939611;2024-05-27
100001687973639;2024-05-27;100001687973639;2024-05-27
100001688053685;2024-05-27;100001688053685;2024-05-27
100001688429288;2024-05-27;100001688429288;2024-05-27
100001688645298;2024-05-28;100001688645298;2024-05-28
100001688645298;2024-05-28;100001696063449;2024-06-04
100001688679735;2024-05-28;100001696090053;2024-06-04
100001688679735;2024-05-28;100001688679735;2024-05-28
100001689011274;2024-05-28;100001689011274;2024-05-28
100001689024634;2024-05-28;100001689024634;2024-05-28
100001689105962;2024-05-28;100001689105962;2024-05-28
100001689127392;2024-05-28;100001689127392;2024-05-28
100001689174354;2024-05-28;100001689174354;2024-05-28
100001689174354;2024-05-28;100001696551587;2024-06-04
100001689209111;2024-05-28;100001689209111;2024-05-28
100001689682493;2024-05-29;100001689682493;2024-05-29
100001689747309;2024-05-29;100001689747309;2024-05-29
100001689765263;2024-05-29;100001689765263;2024-05-29
100001689917754;2024-05-29;100001689917754;2024-05-29
100001689945818;2024-05-29;100001689945818;2024-05-29
100001690162688;2024-05-29;100001690162688;2024-05-29
100001690232565;2024-05-29;100001697584553;2024-06-05
100001690232565;2024-05-29;100001690232565;2024-05-29
100001690313214;2024-05-29;100001697659405;2024-06-05
100001690313214;2024-05-29;100001690313214;2024-05-29
100001690316523;2024-05-29;100001690316523;2024-05-29
100001690316523;2024-05-29;100001697661338;2024-06-05
100001690386303;2024-05-29;100001690386303;2024-05-29
100001690473754;2024-05-29;100001690473754;2024-05-29
100001690638941;2024-05-29;100001690638941;2024-05-29
100001690712416;2024-05-30;100001690712416;2024-05-30
100001690746759;2024-05-30;100001690746759;2024-05-30
100001690814510;2024-05-30;100001690814510;2024-05-30
100001691011492;2024-05-30;100001691011492;2024-05-30
100001691014346;2024-05-30;100001691014346;2024-05-30
100001691034969;2024-05-30;100001691034969;2024-05-30
100001691201851;2024-05-30;100001691201851;2024-05-30
100001691219426;2024-05-30;100001691219426;2024-05-30
100001691629999;2024-05-30;100001691629999;2024-05-30
100001691851519;2024-05-31;100001691851519;2024-05-31
100001692002820;2024-05-31;100001692002820;2024-05-31
100001692113923;2024-05-31;100001692113923;2024-05-31
100001692144488;2024-05-31;100001692144488;2024-05-31
100001692224059;2024-05-31;100001692224059;2024-05-31
100001692248439;2024-05-31;100001692248439;2024-05-31
1020000006775094;2024-05-10;1020000006775094;2024-05-10
1020000007117253;2024-05-10;1020000007117253;2024-05-10
1020000007296386;2024-05-10;1020000007296386;2024-05-10
1020000009994312;2024-05-13;1020000009994312;2024-05-13
1020000010070112;2024-05-13;1020000010070112;2024-05-13
1020000010395898;2024-05-14;1020000010395898;2024-05-14
1020000010395898;2024-05-14;20001546695569;2024-06-04
1020000010395898;2024-05-14;20001540425631;2024-05-28
1020000010395898;2024-05-14;20001534361589;2024-05-21
1020000010436351;2024-05-14;1020000010436351;2024-05-14
1020000010491133;2024-05-14;1020000010491133;2024-05-14
1020000010837345;2024-05-14;1020000010837345;2024-05-14
1020000010837345;2024-05-14;20001534801132;2024-05-21
1020000010962857;2024-05-14;20001547289745;2024-06-04
1020000010962857;2024-05-14;20001534939996;2024-05-21
1020000010962857;2024-05-14;20001541041361;2024-05-28
1020000010962857;2024-05-14;1020000010962857;2024-05-14
1020000011946339;2024-05-16;1020000011946339;2024-05-16
1060000007831984;2024-05-09;1060000007831984;2024-05-09
1060000008505249;2024-05-10;1060000008505249;2024-05-10
1060000008505249;2024-05-10;60001861920821;2024-05-17
1060000008521831;2024-05-10;1060000008521831;2024-05-10
1060000008524557;2024-05-10;1060000008524557;2024-05-10
1060000008631775;2024-05-10;60001871009539;2024-05-24
1060000008631775;2024-05-10;60001862079057;2024-05-17
1060000008631775;2024-05-10;60001880187516;2024-05-31
1060000008631775;2024-05-10;1060000008631775;2024-05-10
1060000008808219;2024-05-10;1060000008808219;2024-05-10
1060000008835445;2024-05-10;1060000008835445;2024-05-10
1060000008978805;2024-05-10;1060000008978805;2024-05-10
1060000009209314;2024-05-10;1060000009209314;2024-05-10
1060000010006800;2024-05-11;1060000010006800;2024-05-11
1060000010152770;2024-05-11;1060000010152770;2024-05-11
1060000010640348;2024-05-11;1060000010640348;2024-05-11
1060000010640348;2024-05-11;60001864147319;2024-05-18
1060000010640348;2024-05-11;60001873182980;2024-05-25
1060000011204488;2024-05-12;1060000011204488;2024-05-12
1060000011348263;2024-05-12;1060000011348263;2024-05-12
1060000012152568;2024-05-13;1060000012152568;2024-05-13
1060000012511625;2024-05-13;60001865928890;2024-05-20
1060000012511625;2024-05-13;1060000012511625;2024-05-13
1060000012703487;2024-05-13;60001866181020;2024-05-20
1060000012703487;2024-05-13;60001875272997;2024-05-27
1060000012703487;2024-05-13;1060000012703487;2024-05-13
1060000012703487;2024-05-13;60001884555678;2024-06-03
1060000013426153;2024-05-14;60001883087244;2024-06-02
1060000013426153;2024-05-14;1060000013426153;2024-05-14
1060000013511394;2024-05-14;1060000013511394;2024-05-14
1060000013619268;2024-05-14;1060000013619268;2024-05-14
1060000013696562;2024-05-14;1060000013696562;2024-05-14
1060000013696562;2024-05-14;60001869027800;2024-05-21
1060000013921437;2024-05-14;1060000013921437;2024-05-14
1060000013983609;2024-05-14;1060000013983609;2024-05-14
1060000014101891;2024-05-14;1060000014101891;2024-05-14
1060000015213545;2024-05-15;1060000015213545;2024-05-15
1060000015224073;2024-05-15;60001868703647;2024-05-22
1060000015224073;2024-05-15;60001877840360;2024-05-29
1060000015224073;2024-05-15;60001887109092;2024-06-05
1060000015224073;2024-05-15;1060000015224073;2024-05-15
1060000015235625;2024-05-15;1060000015235625;2024-05-15
1060000015655053;2024-05-15;1060000015655053;2024-05-15
1060000015829585;2024-05-16;1060000015829585;2024-05-16
1060000015836858;2024-05-16;1060000015836858;2024-05-16
1080000006008562;2024-05-09;1080000006008562;2024-05-09
1080000006085778;2024-05-09;80001672028940;2024-05-30
1080000006085778;2024-05-09;80001665427442;2024-05-23
1080000006085778;2024-05-09;80001658842372;2024-05-16
1080000006085778;2024-05-09;1080000006085778;2024-05-09
1080000006281130;2024-05-10;1080000006281130;2024-05-10
1080000006312595;2024-05-10;1080000006312595;2024-05-10
1080000006384623;2024-05-10;1080000006384623;2024-05-10
1080000006717831;2024-05-10;1080000006717831;2024-05-10
1080000007056362;2024-05-10;1080000007056362;2024-05-10
1080000007528700;2024-05-11;1080000007528700;2024-05-11
1080000007528700;2024-05-11;80001666834912;2024-05-25
1080000007528700;2024-05-11;80001673417834;2024-06-01
1080000007528700;2024-05-11;80001660254959;2024-05-18
1080000008341093;2024-05-12;80001667593407;2024-05-26
1080000008341093;2024-05-12;1080000008341093;2024-05-12
1080000008341093;2024-05-12;80001661033070;2024-05-19
1080000008341093;2024-05-12;80001674493454;2024-06-02
1080000008523595;2024-05-12;1080000008523595;2024-05-12
1080000008640106;2024-05-12;80001667908556;2024-05-26
1080000008640106;2024-05-12;80001661336531;2024-05-19
1080000008640106;2024-05-12;1080000008640106;2024-05-12
1080000008640106;2024-05-12;80001674563205;2024-06-02
1080000008664261;2024-05-12;1080000008664261;2024-05-12
1080000009138335;2024-05-13;1080000009138335;2024-05-13
1080000009245676;2024-05-13;1080000009245676;2024-05-13
1080000009432323;2024-05-13;1080000009432323;2024-05-13
1080000009838130;2024-05-13;1080000009838130;2024-05-13
1080000010225531;2024-05-14;1080000010225531;2024-05-14
1080000011054891;2024-05-15;1080000011054891;2024-05-15
1080000011054891;2024-05-15;80001663734593;2024-05-22
1080000011086932;2024-05-15;1080000011086932;2024-05-15
1080000011168472;2024-05-15;1080000011168472;2024-05-15
1080000011357891;2024-05-15;1080000011357891;2024-05-15
1080000012046998;2024-05-16;1080000012046998;2024-05-16
1080000012046998;2024-05-16;80001677368227;2024-06-05
1080000012277810;2024-05-16;1080000012277810;2024-05-16
1080000012277810;2024-05-16;80001664871174;2024-05-23
1090000008385866;2024-05-10;1090000008385866;2024-05-10
1090000008442906;2024-05-10;1090000008442906;2024-05-10
1090000008442906;2024-05-10;90001986867243;2024-05-17
1090000008442906;2024-05-10;90001995788823;2024-05-24
1090000008454309;2024-05-10;1090000008454309;2024-05-10
1090000008549730;2024-05-10;90001986950920;2024-05-17
1090000008549730;2024-05-10;90002004882064;2024-05-31
1090000008549730;2024-05-10;90001996634141;2024-05-24
1090000008549730;2024-05-10;1090000008549730;2024-05-10
1090000008572544;2024-05-10;1090000008572544;2024-05-10
1090000008625028;2024-05-10;1090000008625028;2024-05-10
1090000008675963;2024-05-10;1090000008675963;2024-05-10
1090000008960213;2024-05-10;90001997848775;2024-05-25
1090000009528131;2024-05-10;1090000009528131;2024-05-10
1090000009604511;2024-05-10;1090000009604511;2024-05-10
1090000009733294;2024-05-11;1090000009733294;2024-05-11
1090000010074634;2024-05-11;90001988500850;2024-05-18
1090000010074634;2024-05-11;90001997408282;2024-05-25
1090000010074634;2024-05-11;90002006409967;2024-06-01
1090000010074634;2024-05-11;1090000010074634;2024-05-11
1090000010137105;2024-05-11;1090000010137105;2024-05-11
1090000011032016;2024-05-12;1090000011032016;2024-05-12
1090000011154567;2024-05-12;1090000011154567;2024-05-12
1090000011260786;2024-05-12;1090000011260786;2024-05-12
1090000011402432;2024-05-12;90001989798849;2024-05-19
1090000011402432;2024-05-12;1090000011402432;2024-05-12
1090000011596727;2024-05-12;1090000011596727;2024-05-12
1090000011643713;2024-05-12;90001999047682;2024-05-26
1090000011643713;2024-05-12;1090000011643713;2024-05-12
1090000011643713;2024-05-12;90001990091051;2024-05-19
1090000011643713;2024-05-12;90002008117527;2024-06-02
1090000011706797;2024-05-12;1090000011706797;2024-05-12
1090000011706797;2024-05-12;90001990155603;2024-05-19
1090000011713005;2024-05-12;1090000011713005;2024-05-12
1090000011839153;2024-05-12;1090000011839153;2024-05-12
1090000011839153;2024-05-12;90001999251071;2024-05-26
1090000011839153;2024-05-12;90002008318143;2024-06-02
1090000011839153;2024-05-12;90001990290399;2024-05-19
1090000012147122;2024-05-12;90001999555833;2024-05-26
1090000012147122;2024-05-12;90001990603474;2024-05-19
1090000012147122;2024-05-12;90002008701861;2024-06-02
1090000012147122;2024-05-12;1090000012147122;2024-05-12
1090000012156912;2024-05-12;1090000012156912;2024-05-12
1090000012235577;2024-05-13;1090000012235577;2024-05-13
1090000012448829;2024-05-13;1090000012448829;2024-05-13
1090000012451945;2024-05-13;1090000012451945;2024-05-13
1090000012654365;2024-05-13;1090000012654365;2024-05-13
1090000012654365;2024-05-13;90001999990962;2024-05-27
1090000012654365;2024-05-13;90001991019425;2024-05-20
1090000012799444;2024-05-13;1090000012799444;2024-05-13
1090000012928538;2024-05-13;1090000012928538;2024-05-13
1090000012945150;2024-05-13;1090000012945150;2024-05-13
1090000012945150;2024-05-13;90002009489860;2024-06-03
1090000012945150;2024-05-13;90001991364301;2024-05-20
1090000012945150;2024-05-13;90002000332053;2024-05-27
1090000013008022;2024-05-13;1090000013008022;2024-05-13
1090000013046186;2024-05-13;1090000013046186;2024-05-13
1090000013884912;2024-05-14;1090000013884912;2024-05-14
1090000014145092;2024-05-14;1090000014145092;2024-05-14
1090000014319474;2024-05-14;90002001729403;2024-05-28
1090000014319474;2024-05-14;90001992770812;2024-05-21
1090000014319474;2024-05-14;1090000014319474;2024-05-14
1090000014319474;2024-05-14;90002010867466;2024-06-04
1090000014552519;2024-05-14;90002001273496;2024-05-27
1090000014552519;2024-05-14;90002010028111;2024-06-03
1090000014552519;2024-05-14;1090000014552519;2024-05-14
1090000014601742;2024-05-14;1090000014601742;2024-05-14
1090000014925265;2024-05-15;1090000014925265;2024-05-15
1090000014928595;2024-05-15;1090000014928595;2024-05-15
1090000014962411;2024-05-15;1090000014962411;2024-05-15
1090000014966596;2024-05-15;1090000014966596;2024-05-15
1090000015108562;2024-05-15;1090000015108562;2024-05-15
1090000015108562;2024-05-15;90001996198542;2024-05-22
1090000015108562;2024-05-15;90002002496507;2024-05-29
1090000015329960;2024-05-15;1090000015329960;2024-05-15
1090000015329960;2024-05-15;90002011865230;2024-06-05
1090000015355341;2024-05-15;90002002779910;2024-05-29
1090000015355341;2024-05-15;1090000015355341;2024-05-15
1090000015355341;2024-05-15;90002011880022;2024-06-05
1090000015355341;2024-05-15;90001993793542;2024-05-22
1090000015658860;2024-05-15;90002012167308;2024-06-05
1090000015658860;2024-05-15;90001994086637;2024-05-22
1090000015658860;2024-05-15;1090000015658860;2024-05-15
1090000015658860;2024-05-15;90002003068035;2024-05-29
1090000015706149;2024-05-15;1090000015706149;2024-05-15
1090000015706149;2024-05-15;90001994131066;2024-05-22
1090000015711233;2024-05-15;1090000015711233;2024-05-15
1090000016159485;2024-05-16;1090000016159485;2024-05-16
1090000016159485;2024-05-16;90002003548747;2024-05-30
1090000016159485;2024-05-16;90001994557690;2024-05-23
1090000016186217;2024-05-16;90001994577017;2024-05-23
1090000016186217;2024-05-16;90002003568014;2024-05-30
1090000016186217;2024-05-16;1090000016186217;2024-05-16
1090000016256020;2024-05-16;90002003622792;2024-05-30
1090000016256020;2024-05-16;1090000016256020;2024-05-16
1090000016256020;2024-05-16;90001994631598;2024-05-23
1100000004949344;2024-05-09;1100000004949344;2024-05-09
1100000005014874;2024-05-09;1100000005014874;2024-05-09
1100000005270096;2024-05-10;1100000005270096;2024-05-10
1100000005357360;2024-05-10;1100000005357360;2024-05-10
1100000005357360;2024-05-10;100001683795786;2024-05-24
1100000005357360;2024-05-10;100001676172231;2024-05-17
1100000005357360;2024-05-10;100001691557492;2024-05-31
1100000005452867;2024-05-10;1100000005452867;2024-05-10
1100000005452867;2024-05-10;100001676248176;2024-05-17
1100000005509955;2024-05-10;1100000005509955;2024-05-10
1100000006362569;2024-05-11;1100000006362569;2024-05-11
1100000007146605;2024-05-11;1100000007146605;2024-05-11
1100000007423139;2024-05-12;1100000007423139;2024-05-12
1100000007447836;2024-05-12;100001678272411;2024-05-19
1100000007447836;2024-05-12;1100000007447836;2024-05-12
1100000008029849;2024-05-12;1100000008029849;2024-05-12
1100000008362035;2024-05-12;1100000008362035;2024-05-12
1100000008446179;2024-05-12;1100000008446179;2024-05-12
1100000008551334;2024-05-13;1100000008551334;2024-05-13
1100000008726393;2024-05-13;1100000008726393;2024-05-13
1100000008755073;2024-05-13;1100000008755073;2024-05-13
1100000008793576;2024-05-13;1100000008793576;2024-05-13
1100000008793576;2024-05-13;100001679562736;2024-05-20
1100000008800521;2024-05-13;1100000008800521;2024-05-13
1100000008800521;2024-05-13;100001679567410;2024-05-20
1100000008824442;2024-05-13;1100000008824442;2024-05-13
1100000008824442;2024-05-13;100001679585709;2024-05-20
1100000008930456;2024-05-13;1100000008930456;2024-05-13
1100000008954200;2024-05-13;100001679707618;2024-05-20
1100000008954200;2024-05-13;100001695240674;2024-06-03
1100000008954200;2024-05-13;100001687456188;2024-05-27
1100000008954200;2024-05-13;1100000008954200;2024-05-13
1100000009080519;2024-05-13;1100000009080519;2024-05-13
1100000009080519;2024-05-13;100001697085773;2024-06-04
1100000009080519;2024-05-13;100001683458126;2024-05-20
1100000009763023;2024-05-14;1100000009763023;2024-05-14
1100000009763750;2024-05-14;1100000009763750;2024-05-14
1100000009763750;2024-05-14;100001696088122;2024-06-04
1100000009763750;2024-05-14;100001688318532;2024-05-28
1100000009763750;2024-05-14;100001680561217;2024-05-21
1100000010006420;2024-05-14;1100000010006420;2024-05-14
1100000010006420;2024-05-14;100001680786576;2024-05-21
1100000010006420;2024-05-14;100001696310619;2024-06-04
1100000010006420;2024-05-14;100001688536282;2024-05-28
1100000010097888;2024-05-14;1100000010097888;2024-05-14
1100000010274438;2024-05-14;1100000010274438;2024-05-14
1100000010274438;2024-05-14;100001681086290;2024-05-21
1100000010274438;2024-05-14;100001688846453;2024-05-28
1100000010470180;2024-05-14;1100000010470180;2024-05-14
1100000010470180;2024-05-14;100001683817545;2024-05-23
1100000010920543;2024-05-15;100001689472038;2024-05-29
1100000010920543;2024-05-15;1100000010920543;2024-05-15
1100000010920543;2024-05-15;100001681710799;2024-05-22
1100000011012117;2024-05-15;1100000011012117;2024-05-15
1100000011012117;2024-05-15;100001681806102;2024-05-22
1100000011214185;2024-05-15;100001689781154;2024-05-29
1100000011214185;2024-05-15;100001697498484;2024-06-05
1100000011214185;2024-05-15;1100000011214185;2024-05-15
1100000011214185;2024-05-15;100001682046089;2024-05-22
1100000011704651;2024-05-15;1100000011704651;2024-05-15
1100000011793332;2024-05-16;1100000011793332;2024-05-16
1100000011851402;2024-05-16;1100000011851402;2024-05-16
1100000012069252;2024-05-16;1100000012069252;2024-05-16
110002103865248;2024-05-01;110002103865248;2024-05-01
110002104011755;2024-05-01;110002133079794;2024-05-22
110002104011755;2024-05-01;110002115644190;2024-05-08
110002104011755;2024-05-01;110002123612605;2024-05-15
110002104011755;2024-05-01;110002104011755;2024-05-01
110002104089852;2024-05-01;110002104089852;2024-05-01
110002104095979;2024-05-01;110002104095979;2024-05-01
110002104104389;2024-05-01;110002113876382;2024-05-08
110002104104389;2024-05-01;110002123700969;2024-05-15
110002104104389;2024-05-01;110002143022891;2024-05-29
110002104104389;2024-05-01;110002133166806;2024-05-22
110002104104389;2024-05-01;110002104104389;2024-05-01
110002104399288;2024-05-01;110002104399288;2024-05-01
110002104450996;2024-05-01;110002104450996;2024-05-01
110002104487781;2024-05-01;110002104487781;2024-05-01
110002104519883;2024-05-01;110002104519883;2024-05-01
110002104582703;2024-05-01;110002104582703;2024-05-01
110002104657608;2024-05-01;110002104657608;2024-05-01
110002104717892;2024-05-01;110002104717892;2024-05-01
110002104824389;2024-05-01;110002104824389;2024-05-01
110002104835065;2024-05-01;110002104835065;2024-05-01
110002105201329;2024-05-02;110002105201329;2024-05-02
110002105357789;2024-05-02;110002105357789;2024-05-02
110002105508798;2024-05-02;110002105508798;2024-05-02
110002105731856;2024-05-02;1110000008922074;2024-05-30
110002105731856;2024-05-02;110002105731856;2024-05-02
110002105731856;2024-05-02;110002135015955;2024-05-23
110002105731856;2024-05-02;110002125102638;2024-05-16
110002105731856;2024-05-02;110002115271263;2024-05-09
110002105754299;2024-05-02;110002105754299;2024-05-02
110002106092452;2024-05-02;110002125419465;2024-05-16
110002106092452;2024-05-02;110002106092452;2024-05-02
110002106092452;2024-05-02;1110000009001674;2024-05-30
110002106092452;2024-05-02;110002134621628;2024-05-23
